transaction_id,payment_date,invoice_number,po_number,vendor_id,vendor_name,amount,category,plant_code,cost_center,related_party,days_overdue,payment_frequency,previous_avg_amount
T108261,2025-08-26,INV-416712,PO-687943,V1146,Vendor_146,301902.0917873402,IT Services,P001,CC0190,0,1,Quarterly,61404.67009278514
T108262,2025-10-02,INV-678117,PO-158796,V1156,Vendor_156,146590.46777258013,Maintenance,P005,CC0122,0,22,One-off,165108.62846260576
T108263,2025-06-11,INV-632556,PO-529211,V1125,Vendor_125,85412.7961890943,Maintenance,P008,CC0100,0,74,One-off,83185.64545464359
T108264,2024-04-16,INV-767035,PO-908624,V1010,Vendor_010,51844.36632877785,Services,P010,CC0191,0,30,Monthly,38566.97367502836
T108265,2025-01-17,INV-930289,PO-957178,V1085,Vendor_085,50000.0,Raw Material,P001,CC0135,0,104,Ad-hoc,38580.59925656452
T108266,2024-06-22,INV-187289,PO-233221,V1028,Vendor_028,102598.30644680222,Services,P002,CC0159,0,37,One-off,71836.84648265596
T108267,2025-03-18,INV-746043,PO-695267,V1102,Vendor_102,50000.0,Services,P003,CC0177,0,-3,Monthly,45775.99308508802
T108268,2024-06-23,INV-824380,PO-303912,V1028,Vendor_028,185476.3041420575,Packaging,P002,CC0144,0,8,Ad-hoc,132435.71557509905
T108269,2025-03-17,INV-395507,PO-756577,V1101,Vendor_101,50000.0,IT Services,P002,CC0102,0,20,Ad-hoc,48050.65372180367
T108270,2024-11-17,INV-463104,PO-583578,V1068,Vendor_068,141527.96475307256,Logistics,P005,CC0170,0,69,Quarterly,149810.8852006779
T108271,2024-03-25,INV-473235,PO-818394,V1004,Vendor_004,54598.57745542504,IT Services,P003,CC0165,0,59,Monthly,57739.52901795309
T108272,2024-06-10,INV-436195,PO-906582,V1024,Vendor_024,131975.73440574584,IT Services,P006,CC0128,0,115,Ad-hoc,136354.49275097702
T108273,2025-03-13,INV-890904,PO-418559,V1100,Vendor_100,50000.0,Raw Material,P010,CC0165,0,8,Quarterly,41785.12582467221
T108274,2024-05-07,INV-393511,PO-144128,V1015,Vendor_015,60440.711557459064,Packaging,P006,CC0180,0,4,Monthly,61136.58608071195
T108275,2025-11-25,INV-493917,PO-385494,V1171,Vendor_171,89534.08458222407,Logistics,P006,CC0198,0,59,One-off,115311.08704995409
T108276,2025-09-15,INV-626326,PO-294376,V1151,Vendor_151,83369.56288750477,Utilities,P010,CC0152,0,82,Ad-hoc,80599.24835506096
T108277,2025-08-10,INV-326839,PO-212079,V1141,Vendor_141,103816.57476972637,Raw Material,P007,CC0106,0,42,Monthly,127143.64126337398
T108278,2024-07-14,INV-728156,PO-745614,V1034,Vendor_034,50000.0,Packaging,P010,CC0187,0,13,Ad-hoc,46442.16323485829
T108279,2025-10-12,INV-570763,PO-912351,V1159,Vendor_159,251664.2740104168,Maintenance,P010,CC0143,0,45,One-off,67079.43380724419
T108280,2025-06-17,INV-253095,PO-567261,V1126,Vendor_126,111769.53287160405,Services,P001,CC0164,0,73,Quarterly,110551.6187147766
T108281,2024-12-21,INV-267398,PO-579461,V1078,Vendor_078,50000.0,Services,P010,CC0188,1,51,Monthly,55658.674290850075
T108282,2024-03-11,INV-124478,PO-635065,V1000,Vendor_000,79719.58196794847,Services,P002,CC0126,1,11,One-off,98726.85912211795
T108283,2025-04-01,INV-623840,PO-908545,V1105,Vendor_105,53659.82593429914,IT Services,P003,CC0100,0,-3,Ad-hoc,51757.07262804562
T108284,2025-10-13,INV-820723,PO-115258,V1159,Vendor_159,66365.79407730597,Raw Material,P006,CC0196,0,105,One-off,76615.30574278752
T108285,2024-04-04,INV-992350,PO-574093,V1006,Vendor_006,62459.59259786855,Services,P008,CC0116,1,33,One-off,76795.55500786984
T108286,2024-04-18,INV-693847,PO-880123,V1010,Vendor_010,50000.0,Raw Material,P010,CC0140,0,-7,Ad-hoc,58686.336386297015
T108287,2024-12-15,INV-972350,PO-245935,V1076,Vendor_076,52556.99106714204,Raw Material,P005,CC0179,0,44,Monthly,37564.24739513529
T108288,2025-03-19,INV-989340,PO-620866,V1102,Vendor_102,64374.065801433884,Services,P003,CC0176,0,18,Quarterly,45069.17132184147
T108289,2025-02-20,INV-652418,PO-106789,V1094,Vendor_094,56876.526795213,IT Services,P004,CC0116,0,16,One-off,69945.37658143487
T108290,2025-01-16,INV-437583,PO-850930,V1085,Vendor_085,131448.17873857077,Logistics,P004,CC0125,0,75,One-off,149533.8769869517
T108291,2024-09-13,INV-897650,PO-689496,V1051,Vendor_051,99208.38127945527,Maintenance,P003,CC0168,0,76,Ad-hoc,126478.70367379146
T108292,2024-04-23,INV-669314,PO-967369,V1011,Vendor_011,69216.20214520527,IT Services,P003,CC0141,0,77,Monthly,60598.053807306496
T108293,2024-04-02,INV-833636,PO-369949,V1006,Vendor_006,50000.0,Raw Material,P008,CC0150,0,104,Ad-hoc,58639.04758145375
T108294,2024-05-22,INV-303674,PO-758944,V1019,Vendor_019,50000.0,Utilities,P010,CC0173,0,49,Ad-hoc,59045.6623135291
T108295,2025-07-27,INV-955601,PO-792369,V1138,Vendor_138,160637.4943816727,IT Services,P006,CC0186,0,85,Ad-hoc,195077.51357523294
T108296,2025-10-05,INV-486261,PO-127909,V1157,Vendor_157,497821.5822834745,IT Services,P002,CC0169,0,21,Ad-hoc,55760.83741104485
T108297,2025-01-22,INV-885785,PO-783401,V1087,Vendor_087,63381.65904584096,Maintenance,P007,CC0117,0,74,Monthly,49626.87534331243
T108298,2024-05-06,INV-437732,PO-740375,V1015,Vendor_015,71716.37317223813,IT Services,P006,CC0193,0,70,One-off,79502.30739055549
T108299,2025-01-08,INV-909848,PO-652761,V1083,Vendor_083,51243.1984108295,Utilities,P005,CC0156,0,37,Ad-hoc,54455.64563398968
T108300,2026-02-28,INV-705614,PO-607123,V1197,Vendor_197,50000.0,Raw Material,P001,CC0179,0,118,Quarterly,45010.16277546212
T108301,2024-09-09,INV-306592,PO-820206,V1049,Vendor_049,50000.0,IT Services,P008,CC0161,0,111,One-off,41258.40475201895
T108302,2025-03-04,INV-233607,PO-193185,V1098,Vendor_098,50000.0,IT Services,P007,CC0132,0,73,Ad-hoc,61552.998329405964
T108303,2025-04-07,INV-242216,PO-453435,V1107,Vendor_107,50000.0,Packaging,P003,CC0165,0,14,Ad-hoc,39258.39484880569
T108304,2024-11-06,INV-437107,PO-343384,V1065,Vendor_065,116292.07536513828,IT Services,P004,CC0186,0,13,Quarterly,110863.41452839873
T108305,2025-01-24,INV-139574,PO-860853,V1087,Vendor_087,59601.558572908965,Utilities,P006,CC0182,0,73,Monthly,63992.948579136006
T108306,2025-02-18,INV-593656,PO-251956,V1094,Vendor_094,50000.0,Services,P006,CC0192,0,109,Quarterly,64153.892942465405
T108307,2025-02-20,INV-693374,PO-154572,V1094,Vendor_094,63163.319370325386,Maintenance,P007,CC0105,1,11,One-off,69642.97974159686
T108308,2025-08-16,INV-770041,PO-932356,V1143,Vendor_143,83614.97858053497,Utilities,P001,CC0195,0,82,Ad-hoc,73825.91544987165
T108309,2025-05-09,INV-940154,PO-456642,V1116,Vendor_116,50397.16220264704,Maintenance,P006,CC0132,1,64,Ad-hoc,37112.3271483065
T108310,2024-04-18,INV-820359,PO-815754,V1010,Vendor_010,93994.4152814727,Logistics,P001,CC0190,0,67,Ad-hoc,83713.4822560764
T108311,2024-03-15,INV-994463,PO-309900,V1001,Vendor_001,50000.0,Logistics,P002,CC0152,0,8,Monthly,43783.596779409345
T108312,2025-01-04,INV-643331,PO-730767,V1082,Vendor_082,107543.620469733,Raw Material,P001,CC0169,0,13,Quarterly,128132.59808484669
T108313,2026-01-02,INV-867107,PO-933026,V1181,Vendor_181,59606.73381317875,IT Services,P007,CC0178,0,47,One-off,55192.89884882843
T108314,2024-04-06,INV-797108,PO-786987,V1007,Vendor_007,58453.90793537356,Packaging,P009,CC0179,0,28,Monthly,44370.54942683091
T108315,2024-05-01,INV-847908,PO-365014,V1014,Vendor_014,997274.8607721516,Raw Material,P010,CC0131,0,72,Quarterly,61099.32388077215
T108316,2025-07-19,INV-469605,PO-641120,V1135,Vendor_135,50000.0,Raw Material,P008,CC0164,0,52,Ad-hoc,35541.628003493206
T108317,2025-02-03,INV-566993,PO-848329,V1090,Vendor_090,50000.0,Logistics,P008,CC0156,0,72,Ad-hoc,35090.28186585032
T108318,2024-08-26,INV-922580,PO-869739,V1046,Vendor_046,50000.0,Services,P002,CC0131,0,67,Ad-hoc,49242.597304448514
T108319,2024-08-09,INV-506761,PO-369499,V1041,Vendor_041,80325.03424392967,Maintenance,P001,CC0103,0,115,One-off,59563.597269090955
T108320,2025-07-09,INV-645694,PO-305747,V1133,Vendor_133,50000.0,Utilities,P004,CC0181,0,35,One-off,40313.05688070631
T108321,2025-03-28,INV-676284,PO-490139,V1104,Vendor_104,50000.0,Maintenance,P004,CC0142,0,38,Ad-hoc,64558.537463655826
T108322,2025-06-19,INV-266381,PO-325453,V1127,Vendor_127,50000.0,Raw Material,P005,CC0122,0,74,Quarterly,60330.950089784674
T108323,2024-10-01,INV-120436,PO-748227,V1056,Vendor_056,50000.0,Raw Material,P007,CC0133,0,63,Ad-hoc,57921.1302779518
T108324,2025-03-30,INV-725723,PO-632574,V1105,Vendor_105,50374.954129545295,Packaging,P001,CC0143,0,11,Quarterly,55537.1694618177
T108325,2025-11-28,INV-814890,PO-531636,V1172,Vendor_172,56137.176002378284,Logistics,P002,CC0199,1,23,One-off,40906.55776800707
T108326,2024-10-28,INV-624181,PO-829121,V1063,Vendor_063,100338.34189396548,Raw Material,P009,CC0134,0,96,Ad-hoc,120561.05579744496
T108327,2024-12-25,INV-691734,PO-292427,V1079,Vendor_079,111817.93184841434,IT Services,P006,CC0113,0,1,Ad-hoc,109884.93499979858
T108328,2024-07-08,INV-160131,PO-852208,V1032,Vendor_032,163199.9234890047,IT Services,P004,CC0117,0,12,Monthly,123867.43377256779
T108329,2025-06-20,INV-253043,PO-607306,V1127,Vendor_127,50000.0,Services,P009,CC0191,0,83,Monthly,44022.53033450055
T108330,2024-04-03,INV-763913,PO-978626,V1006,Vendor_006,50000.0,Maintenance,P007,CC0179,0,114,Monthly,50059.04359353636
T108331,2024-09-08,INV-672126,PO-639718,V1049,Vendor_049,84901.1212163677,Packaging,P009,CC0100,0,100,Ad-hoc,60128.39685685629
T108332,2025-08-13,INV-278052,PO-786055,V1142,Vendor_142,50000.0,Raw Material,P007,CC0147,0,84,One-off,42572.584191541515
T108333,2024-03-25,INV-639521,PO-270665,V1003,Vendor_003,92078.17605404145,IT Services,P006,CC0126,0,26,Quarterly,83013.46425435084
T108334,2026-03-03,INV-131612,PO-309468,V1197,Vendor_197,66406.93116669767,Maintenance,P010,CC0152,0,90,Ad-hoc,64964.227552799064
T108335,2024-12-31,INV-809199,PO-600582,V1080,Vendor_080,131873.98744204454,Maintenance,P010,CC0160,0,39,Quarterly,92468.58454656681
T108336,2024-12-27,INV-124130,PO-307585,V1079,Vendor_079,100846.82464493552,Maintenance,P008,CC0150,0,32,Quarterly,104806.63290997193
T108337,2025-04-06,INV-853728,PO-139745,V1107,Vendor_107,101773.83365585157,Utilities,P007,CC0148,0,26,Monthly,83310.04780794434
T108338,2025-06-20,INV-301369,PO-501029,V1127,Vendor_127,50000.0,Maintenance,P001,CC0168,0,30,Monthly,52917.51592245728
T108339,2025-02-09,INV-328077,PO-337094,V1091,Vendor_091,57026.398832609804,IT Services,P009,CC0171,0,72,Monthly,48101.207659635504
T108340,2025-12-16,INV-933254,PO-685135,V1176,Vendor_176,51398.96274680158,IT Services,P002,CC0117,0,95,Monthly,48398.86002851892
T108341,2026-02-11,INV-833029,PO-619103,V1192,Vendor_192,50000.0,IT Services,P001,CC0168,0,76,Monthly,53708.905977388386
T108342,2024-08-04,INV-402886,PO-561692,V1040,Vendor_040,124976.95355773129,Services,P005,CC0150,0,98,One-off,136717.73397587167
T108343,2025-08-08,INV-263886,PO-848240,V1141,Vendor_141,86915.67323454781,Maintenance,P001,CC0140,0,24,Ad-hoc,62436.51842347657
T108344,2024-10-16,INV-198640,PO-160725,V1060,Vendor_060,50386.89689214687,Packaging,P001,CC0126,1,66,One-off,51447.27547471073
T108345,2026-03-07,INV-454791,PO-805539,V1199,Vendor_199,114955.0261306481,Logistics,P005,CC0155,0,78,One-off,136794.75695348866
T108346,2024-09-11,INV-622888,PO-533710,V1050,Vendor_050,50000.0,IT Services,P004,CC0197,0,40,Monthly,41192.691366633175
T108347,2024-10-12,INV-543381,PO-726924,V1059,Vendor_059,50000.0,Logistics,P002,CC0146,0,92,Ad-hoc,50959.65913236582
T108348,2025-08-14,INV-907021,PO-835387,V1142,Vendor_142,99080.19745113178,Maintenance,P010,CC0106,0,62,Quarterly,95965.98650561727
T108349,2025-10-08,INV-824437,PO-371849,V1157,Vendor_157,570657.2173033993,Services,P003,CC0124,0,25,One-off,60498.0472371986
T108350,2024-06-12,INV-334250,PO-316283,V1025,Vendor_025,54290.919696053184,Packaging,P003,CC0192,0,81,Quarterly,52296.15429774252
T108351,2025-04-20,INV-910971,PO-777609,V1111,Vendor_111,66374.05494936496,Logistics,P009,CC0180,0,-3,Monthly,84049.75160740649
T108352,2024-11-18,INV-515643,PO-671528,V1069,Vendor_069,72600.90544064755,Utilities,P008,CC0105,0,92,One-off,79240.77070574422
T108353,2025-05-31,INV-115494,PO-267591,V1122,Vendor_122,91509.7248474569,Raw Material,P004,CC0180,0,15,Monthly,94880.02186673344
T108354,2025-04-21,INV-866268,PO-342747,V1111,Vendor_111,80051.5205408881,Services,P003,CC0110,0,48,Quarterly,70057.22625711434
T108355,2026-02-28,INV-763519,PO-868627,V1197,Vendor_197,78821.90845487785,Raw Material,P010,CC0130,0,87,Monthly,83386.90834389068
T108356,2026-01-21,INV-419794,PO-600101,V1186,Vendor_186,50000.0,Services,P001,CC0190,1,93,Ad-hoc,38937.39267404173
T108357,2025-07-01,INV-889768,PO-920104,V1130,Vendor_130,69363.89586497234,Logistics,P007,CC0164,0,36,Ad-hoc,65878.11436085535
T108358,2025-07-19,INV-915171,PO-730880,V1135,Vendor_135,50000.0,Utilities,P001,CC0164,0,73,One-off,43532.83837354261
T108359,2025-12-27,INV-958873,PO-285646,V1179,Vendor_179,130753.46064517311,Maintenance,P001,CC0121,0,1,Quarterly,144112.00590242085
T108360,2024-07-22,INV-921302,PO-286499,V1036,Vendor_036,50000.0,Raw Material,P002,CC0132,0,99,One-off,57919.879445877596
T108361,2025-08-22,INV-341100,PO-968693,V1145,Vendor_145,50351.318304880384,Raw Material,P006,CC0109,0,21,Monthly,63300.53504604839
T108362,2025-09-25,INV-601849,PO-765591,V1154,Vendor_154,50000.0,Services,P003,CC0158,0,94,Quarterly,41663.02312343073
T108363,2024-06-11,INV-255664,PO-635056,V1025,Vendor_025,50000.0,Maintenance,P007,CC0148,0,56,Monthly,61542.52094802095
T108364,2025-12-14,INV-713529,PO-708865,V1176,Vendor_176,60277.5017456993,Packaging,P010,CC0116,0,43,Quarterly,72789.35649715138
T108365,2025-08-03,INV-549049,PO-472941,V1139,Vendor_139,50000.0,Maintenance,P001,CC0129,0,33,Monthly,60872.94724858589
T108366,2024-11-19,INV-891369,PO-381483,V1069,Vendor_069,106098.49386503531,Raw Material,P007,CC0106,0,89,Monthly,121406.96989687278
T108367,2025-02-27,INV-910902,PO-841300,V1096,Vendor_096,67067.20853008477,Logistics,P010,CC0106,0,29,Quarterly,57720.24390168175
T108368,2025-03-03,INV-386092,PO-905476,V1097,Vendor_097,50000.0,Services,P002,CC0104,0,68,Quarterly,61336.165250375976
T108369,2026-01-10,INV-384051,PO-915715,V1183,Vendor_183,56005.7159482537,Utilities,P005,CC0132,0,-8,Monthly,59350.885681546526
T108370,2026-02-16,INV-128786,PO-802461,V1193,Vendor_193,110177.74766851058,Logistics,P001,CC0127,0,76,Ad-hoc,126083.78102375561
T108371,2025-10-20,INV-554554,PO-884430,V1161,Vendor_161,94318.76502265515,IT Services,P002,CC0118,1,6,Quarterly,77638.90771330538
T108372,2025-06-30,INV-446228,PO-569018,V1130,Vendor_130,50000.0,Services,P010,CC0117,0,19,One-off,39722.316065420746
T108373,2024-05-26,INV-995998,PO-380219,V1020,Vendor_020,50000.0,Utilities,P003,CC0194,0,84,Quarterly,43305.549052241746
T108374,2026-01-07,INV-835977,PO-174416,V1182,Vendor_182,75916.92348468861,Raw Material,P002,CC0140,0,90,Quarterly,76434.8641189542
T108375,2024-06-16,INV-510428,PO-377843,V1026,Vendor_026,71445.00650938635,IT Services,P009,CC0151,0,3,Quarterly,67870.97417911899
T108376,2024-07-10,INV-611045,PO-496558,V1033,Vendor_033,50000.0,Services,P003,CC0187,0,5,Monthly,61628.24108116042
T108377,2024-04-30,INV-665424,PO-175396,V1013,Vendor_013,87078.32627794953,Services,P003,CC0199,0,5,One-off,61635.00607366573
T108378,2026-01-31,INV-912699,PO-396865,V1189,Vendor_189,50000.0,Packaging,P009,CC0137,0,15,Monthly,37401.45178837845
T108379,2025-03-06,INV-996035,PO-935713,V1098,Vendor_098,114911.02209182132,Utilities,P008,CC0176,0,22,Quarterly,102873.62325161303
T108380,2024-08-30,INV-476416,PO-336200,V1047,Vendor_047,78020.31949756024,Raw Material,P006,CC0139,0,35,Ad-hoc,62466.137067586154
T108381,2024-05-08,INV-430532,PO-453785,V1016,Vendor_016,50000.0,Services,P009,CC0126,0,57,Monthly,47202.51848570419
T108382,2025-01-05,INV-741759,PO-679215,V1082,Vendor_082,50000.0,Maintenance,P003,CC0112,0,88,Quarterly,56527.79301455445
T108383,2025-08-21,INV-345636,PO-896456,V1144,Vendor_144,50000.0,Maintenance,P008,CC0134,1,0,Quarterly,64802.536154031644
T108384,2026-03-07,INV-226463,PO-929556,V1198,Vendor_198,64856.88554880748,Utilities,P007,CC0198,1,44,Ad-hoc,53263.383135996286
T108385,2025-04-18,INV-354465,PO-831071,V1110,Vendor_110,54068.74389374983,Logistics,P006,CC0116,0,-6,Ad-hoc,46476.66936524321
T108386,2025-05-28,INV-384668,PO-231898,V1121,Vendor_121,50000.0,Services,P004,CC0114,0,70,Monthly,58062.15948646549
T108387,2025-11-11,INV-655311,PO-200404,V1167,Vendor_167,50000.0,Packaging,P002,CC0125,0,107,Monthly,43161.491219008065
T108388,2025-12-29,INV-762066,PO-767472,V1180,Vendor_180,78787.66020489782,Utilities,P006,CC0133,0,109,Quarterly,88419.45037618095
T108389,2024-10-01,INV-246433,PO-896892,V1055,Vendor_055,69086.76326453939,Packaging,P009,CC0138,1,-2,Monthly,72547.5561328593
T108390,2026-03-05,INV-140476,PO-659542,V1198,Vendor_198,63118.47397143124,Logistics,P001,CC0194,0,82,One-off,76558.69833522777
T108391,2025-03-24,INV-248067,PO-922959,V1103,Vendor_103,68553.23868627813,Maintenance,P002,CC0193,0,93,Quarterly,49358.4734122933
T108392,2026-01-19,INV-920222,PO-700328,V1186,Vendor_186,50000.0,Raw Material,P009,CC0145,0,98,Ad-hoc,64392.408798860204
T108393,2024-06-04,INV-334119,PO-415829,V1023,Vendor_023,65643.65189657113,Logistics,P009,CC0188,0,-4,Monthly,83928.71750421282
T108394,2024-05-21,INV-575435,PO-860666,V1019,Vendor_019,213043.7414422537,Logistics,P006,CC0133,0,7,Quarterly,151992.36673420112
T108395,2025-12-16,INV-586841,PO-781709,V1176,Vendor_176,107719.2474112514,IT Services,P005,CC0139,0,38,Quarterly,107687.54057466841
T108396,2025-07-14,INV-350224,PO-437908,V1134,Vendor_134,51833.698893703026,Maintenance,P001,CC0171,0,-3,Ad-hoc,48768.02913741873
T108397,2024-07-16,INV-859757,PO-630466,V1035,Vendor_035,50000.0,Logistics,P010,CC0186,0,34,Quarterly,42624.894536110325
T108398,2025-12-24,INV-158655,PO-621598,V1178,Vendor_178,50000.0,Utilities,P006,CC0103,0,21,Quarterly,64334.77763507978
T108399,2024-05-24,INV-576343,PO-189164,V1020,Vendor_020,102165.27013982138,Packaging,P001,CC0158,0,101,Ad-hoc,82218.5514129412
T108400,2025-07-22,INV-472291,PO-349140,V1136,Vendor_136,88725.50567828468,Maintenance,P004,CC0132,0,106,One-off,76138.25733673044
T108401,2024-08-07,INV-804376,PO-305015,V1041,Vendor_041,50000.0,Logistics,P009,CC0139,0,27,One-off,35246.68920831652
T108402,2024-05-01,INV-277500,PO-355790,V1014,Vendor_014,50000.0,IT Services,P010,CC0158,0,84,Quarterly,52406.69384392251
T108403,2025-10-20,INV-961800,PO-573072,V1161,Vendor_161,50000.0,IT Services,P007,CC0151,0,-8,Ad-hoc,60823.95916799954
T108404,2025-11-19,INV-813190,PO-561953,V1169,Vendor_169,74772.01262955186,Packaging,P002,CC0199,1,39,Ad-hoc,80241.41796818454
T108405,2024-05-27,INV-766000,PO-872409,V1021,Vendor_021,57258.39986398103,Logistics,P002,CC0144,0,108,Monthly,62466.87216491044
T108406,2024-05-17,INV-545110,PO-106570,V1018,Vendor_018,84609.00726697173,IT Services,P004,CC0196,1,108,One-off,62593.08546563691
T108407,2025-06-02,INV-678509,PO-842039,V1122,Vendor_122,62518.73614900999,Raw Material,P008,CC0167,0,40,Quarterly,70576.42166170146
T108408,2024-03-31,INV-286919,PO-323303,V1005,Vendor_005,97088.6168360079,Utilities,P008,CC0162,0,75,Monthly,91787.83576548919
T108409,2025-09-06,INV-107374,PO-416040,V1149,Vendor_149,72026.36922579508,Services,P008,CC0153,0,-4,One-off,70890.33171269868
T108410,2026-01-08,INV-771107,PO-236465,V1183,Vendor_183,90617.05234782281,Services,P003,CC0134,1,94,Quarterly,95239.36852983563
T108411,2025-09-10,INV-503569,PO-111972,V1150,Vendor_150,50000.0,Utilities,P004,CC0158,0,21,Ad-hoc,64260.93091520924
T108412,2024-08-26,INV-417253,PO-207881,V1046,Vendor_046,50000.0,Services,P004,CC0155,1,1,Quarterly,57445.49767152327
T108413,2024-07-27,INV-341244,PO-302026,V1038,Vendor_038,50000.0,Logistics,P008,CC0110,0,59,Monthly,55517.81269503688
T108414,2025-07-20,INV-658361,PO-446165,V1136,Vendor_136,102722.28796210534,Services,P008,CC0193,0,98,One-off,98524.62598630066
T108415,2024-04-24,INV-561180,PO-380530,V1012,Vendor_012,153317.29293535606,IT Services,P001,CC0188,0,71,Ad-hoc,110491.22101540686
T108416,2025-04-07,INV-707554,PO-193925,V1107,Vendor_107,55153.865274934535,Raw Material,P008,CC0166,0,53,One-off,56434.03079964587
T108417,2025-02-01,INV-955975,PO-404121,V1089,Vendor_089,50000.0,Packaging,P004,CC0166,1,25,Quarterly,54826.43691130194
T108418,2025-09-05,INV-851913,PO-238860,V1148,Vendor_148,50000.0,Raw Material,P004,CC0114,0,1,One-off,56125.69054124644
T108419,2024-08-05,INV-388402,PO-715414,V1040,Vendor_040,4996831.125803451,Utilities,P006,CC0159,0,-6,Monthly,98174.50721403019
T108420,2025-09-18,INV-317635,PO-701843,V1152,Vendor_152,50000.0,Logistics,P005,CC0197,0,-5,Quarterly,44011.01075306007
T108421,2025-08-03,INV-244703,PO-156472,V1139,Vendor_139,262804.932562218,Raw Material,P010,CC0112,0,34,Ad-hoc,218816.3383617927
T108422,2024-09-01,INV-612169,PO-686207,V1047,Vendor_047,50000.0,Packaging,P006,CC0190,0,63,Ad-hoc,37702.82065094506
T108423,2024-11-26,INV-843305,PO-917529,V1071,Vendor_071,171551.28665448315,Packaging,P009,CC0135,0,-9,Ad-hoc,192428.8764498229
T108424,2024-04-28,INV-327873,PO-950515,V1013,Vendor_013,87045.2773694141,Raw Material,P009,CC0121,1,66,Quarterly,111633.0930717136
T108425,2025-02-02,INV-991523,PO-150981,V1089,Vendor_089,50000.0,Maintenance,P010,CC0190,0,85,Quarterly,50750.67394434651
T108426,2024-09-17,INV-486353,PO-928244,V1052,Vendor_052,67243.2482276361,Raw Material,P007,CC0165,0,13,Monthly,74230.46720122262
T108427,2024-06-01,INV-802063,PO-466284,V1022,Vendor_022,88052.65469036346,IT Services,P010,CC0180,0,47,One-off,98228.15168072925
T108428,2025-04-23,INV-368387,PO-886545,V1111,Vendor_111,240332.73292904955,IT Services,P006,CC0187,0,29,One-off,42629.60460481433
T108429,2025-04-29,INV-224552,PO-283339,V1113,Vendor_113,91034.27430265005,IT Services,P004,CC0101,0,91,One-off,74200.29379726673
T108430,2024-05-12,INV-561480,PO-721858,V1017,Vendor_017,90037.23443268855,Packaging,P009,CC0122,0,41,Ad-hoc,74272.2853595154
T108431,2024-07-24,INV-595624,PO-822449,V1037,Vendor_037,80673.80871147738,Packaging,P009,CC0123,0,92,Quarterly,101625.19376725215
T108432,2024-05-10,INV-530470,PO-339930,V1016,Vendor_016,59383.00278348271,IT Services,P004,CC0192,0,-9,Ad-hoc,42123.21641606685
T108433,2025-07-19,INV-464670,PO-763744,V1135,Vendor_135,50000.0,Utilities,P010,CC0152,0,107,Monthly,51235.06319028535
T108434,2024-11-12,INV-684996,PO-260341,V1067,Vendor_067,348578.85932266293,Services,P005,CC0118,0,116,Quarterly,53372.84024567794
T108435,2024-05-01,INV-670088,PO-738663,V1014,Vendor_014,65383.96552053837,IT Services,P003,CC0169,0,78,One-off,71635.33965177681
T108436,2024-07-28,INV-236248,PO-954475,V1038,Vendor_038,50000.0,Packaging,P007,CC0135,0,97,Quarterly,41614.764943073715
T108437,2026-02-21,INV-701750,PO-369346,V1195,Vendor_195,65161.08135739732,Logistics,P003,CC0157,0,83,Monthly,83191.31493963592
T108438,2024-09-13,INV-399386,PO-963665,V1051,Vendor_051,57045.20870319133,Packaging,P005,CC0194,0,22,Ad-hoc,51268.19480925856
T108439,2025-07-23,INV-826380,PO-700461,V1136,Vendor_136,50000.0,Maintenance,P006,CC0126,0,8,Monthly,62777.803448497194
T108440,2025-02-15,INV-547967,PO-553990,V1093,Vendor_093,50690.652546086014,Packaging,P005,CC0194,0,99,Quarterly,53403.62712731064
T108441,2024-07-21,INV-316077,PO-394533,V1036,Vendor_036,51229.807869909455,Raw Material,P002,CC0174,0,-10,Ad-hoc,48600.52299085367
T108442,2024-10-21,INV-262111,PO-593571,V1061,Vendor_061,157164.33658738856,Logistics,P002,CC0102,0,69,Monthly,179219.4144485072
T108443,2024-03-21,INV-968209,PO-985527,V1002,Vendor_002,66840.1464051164,Services,P001,CC0139,1,-7,Ad-hoc,68968.2567632346
T108444,2025-09-07,INV-746785,PO-104835,V1149,Vendor_149,100511.01733103547,Packaging,P007,CC0186,0,13,One-off,78715.15453353409
T108445,2024-11-10,INV-293219,PO-879628,V1066,Vendor_066,56448.97138745582,IT Services,P010,CC0185,0,32,Ad-hoc,63374.89437610428
T108446,2025-03-10,INV-551560,PO-233726,V1099,Vendor_099,50000.0,Maintenance,P007,CC0169,1,92,One-off,52384.817369189164
T108447,2024-06-30,INV-211688,PO-888666,V1030,Vendor_030,83798.54507205574,IT Services,P006,CC0169,0,2,Quarterly,87099.11764604734
T108448,2025-11-02,INV-850784,PO-591394,V1164,Vendor_164,50000.0,Logistics,P009,CC0187,0,2,Monthly,57144.37341096781
T108449,2024-08-17,INV-845983,PO-909034,V1043,Vendor_043,50624.95598650263,Logistics,P001,CC0114,0,20,One-off,55286.91263121447
T108450,2025-04-28,INV-822885,PO-263613,V1113,Vendor_113,50000.0,Services,P001,CC0146,0,45,Monthly,45987.27690423695
T108451,2025-12-08,INV-516923,PO-142998,V1174,Vendor_174,62092.71386429995,IT Services,P010,CC0135,0,28,One-off,55330.39893085257
T108452,2025-08-13,INV-249308,PO-530855,V1142,Vendor_142,101985.83201564179,Services,P009,CC0198,0,88,One-off,86738.06425267128
T108453,2025-05-25,INV-541206,PO-800311,V1120,Vendor_120,95451.07144022592,Logistics,P006,CC0176,0,53,Quarterly,99754.698550052
